_id,index1,meteo_date,datetime,year,month,day,weekday_int,weekday_str,meteo_tmed,meteo_prec,meteo_tmin,meteo_tmax,meteo_dir,meteo_velmedia,meteo_racha,meteo_presMax,meteo_presMin
10313,"(2019, 1, 11)",11/01/2019,20190111,2019,1,11,5,Friday,2.8,0.0,-1.8,7.4,4.0,0.6,6.1,949.6,944.7
7767,"(2019, 1, 12)",12/01/2019,20190112,2019,1,12,6,Saturday,4.4,0.0,-0.8,9.5,11.0,0.8,4.2,952.0,948.9
6894,"(2019, 1, 13)",13/01/2019,20190113,2019,1,13,7,Sunday,5.0,0.0,-0.7,10.8,99.0,0.8,3.6,950.0,945.5
10047,"(2019, 1, 14)",14/01/2019,20190114,2019,1,14,1,Monday,6.8,0.0,1.0,12.6,5.0,0.6,3.9,947.4,943.5
11026,"(2019, 1, 15)",15/01/2019,20190115,2019,1,15,2,Tuesday,7.6,0.0,3.1,12.2,19.109287304429017,1.4,7.460124225276901,944.6,941.3
11201,"(2019, 1, 16)",16/01/2019,20190116,2019,1,16,3,Wednesday,5.7,0.0,1.4,10.0,25.0,1.1,6.4,942.2,939.0
10534,"(2019, 1, 17)",17/01/2019,20190117,2019,1,17,4,Thursday,5.6,0.0,2.7,8.5,4.0,0.3,4.7,942.8,939.5
10266,"(2019, 1, 18)",18/01/2019,20190118,2019,1,18,5,Friday,3.6,0.0,-0.3,7.6,24.0,1.1,6.1,942.5,940.0
4943,"(2019, 1, 19)",19/01/2019,20190119,2019,1,19,6,Saturday,2.0,5.9,-0.5,4.4,24.0,0.6,5.3,939.8,931.9
5971,"(2019, 1, 20)",20/01/2019,20190120,2019,1,20,7,Sunday,6.4,0.0,3.3,9.5,36.0,2.2,11.7,941.1,930.4
10159,"(2019, 1, 21)",21/01/2019,20190121,2019,1,21,1,Monday,5.4,0.0,1.4,9.4,35.0,3.6,10.6,943.8,940.8
9238,"(2019, 1, 22)",22/01/2019,20190122,2019,1,22,2,Tuesday,4.4,0.4,0.7,8.0,29.0,1.9,11.1,945.0,935.0
10644,"(2019, 1, 23)",23/01/2019,20190123,2019,1,23,3,Wednesday,9.2,0.0,5.2,13.1,30.0,4.4,17.5,934.1,929.3
12323,"(2019, 1, 24)",24/01/2019,20190124,2019,1,24,4,Thursday,11.6,0.0,8.7,14.6,31.0,2.2,12.2,938.6,931.5
12850,"(2019, 1, 25)",25/01/2019,20190125,2019,1,25,5,Friday,10.2,0.0,5.2,15.2,4.0,3.3,10.0,943.3,938.2
9631,"(2019, 1, 26)",26/01/2019,20190126,2019,1,26,6,Saturday,7.4,0.0,2.2,12.6,22.0,1.1,5.0,943.9,939.3
8302,"(2019, 1, 27)",27/01/2019,20190127,2019,1,27,7,Sunday,6.9,0.0,2.4,11.4,32.0,2.2,14.7,940.0,936.0
11081,"(2019, 1, 28)",28/01/2019,20190128,2019,1,28,1,Monday,8.4,0.0,3.7,13.0,26.0,3.9,15.3,940.7,935.7
11279,"(2019, 1, 29)",29/01/2019,20190129,2019,1,29,2,Tuesday,7.9,4.388714010731974,5.3,10.5,30.0,2.8,14.7,939.8,932.9
10080,"(2019, 1, 30)",30/01/2019,20190130,2019,1,30,3,Wednesday,7.2,4.1,4.2,10.1,26.0,3.3,10.8,936.1,928.3
10712,"(2019, 1, 31)",31/01/2019,20190131,2019,1,31,4,Thursday,9.4,8.2,6.4,12.4,25.0,5.3,17.2,928.8,921.8
9317,"(2019, 2, 1)",01/02/2019,20190201,2019,2,1,5,Friday,6.4,1.0,3.5,9.4,26.0,3.9,16.1,922.0,916.0
9317,"(2019, 2, 1)",01/02/2019,20190201,2019,2,1,5,Friday,6.4,1.0,3.5,9.4,26.0,3.9,16.1,922.0,916.0
8114,"(2019, 2, 2)",02/02/2019,20190202,2019,2,2,6,Saturday,4.6,0.0,1.6,7.5,32.0,3.9,14.2,940.1,920.7
7820,"(2019, 2, 3)",03/02/2019,20190203,2019,2,3,7,Sunday,4.0,0.0,-0.3,8.2,5.0,1.4,12.2,949.8,941.3
10643,"(2019, 2, 4)",04/02/2019,20190204,2019,2,4,1,Monday,4.8,0.0,-1.4,10.9,23.0,0.8,3.6,951.0,949.0
11870,"(2019, 2, 5)",05/02/2019,20190205,2019,2,5,2,Tuesday,8.1,0.0,1.7,14.5,23.0,0.8,5.0,951.6,948.8
11947,"(2019, 2, 6)",06/02/2019,20190206,2019,2,6,3,Wednesday,9.7,0.0,4.4,15.0,26.0,1.7,6.1,949.5,945.0
12307,"(2019, 2, 7)",07/02/2019,20190207,2019,2,7,4,Thursday,9.0,0.0,3.0,15.0,23.0,0.8,4.4,946.0,942.3
12197,"(2019, 2, 8)",08/02/2019,20190208,2019,2,8,5,Friday,8.6,0.0,2.8,14.3,24.0,1.1,7.8,945.5,942.7
8937,"(2019, 2, 9)",09/02/2019,20190209,2019,2,9,6,Saturday,7.4,0.0,2.9,11.8,24.0,1.1,6.1,946.0,943.0
7311,"(2019, 2, 10)",10/02/2019,20190210,2019,2,10,7,Sunday,7.6,0.0,4.1,11.2,24.0,2.5,10.8,946.0,943.0
11210,"(2019, 2, 11)",11/02/2019,20190211,2019,2,11,1,Monday,9.4,0.0,5.7,13.0,4.0,1.7,8.6,952.0,945.5
12270,"(2019, 2, 12)",12/02/2019,20190212,2019,2,12,2,Tuesday,8.0,0.0,3.0,13.0,5.0,0.8,8.3,953.8,951.1
12700,"(2019, 2, 13)",13/02/2019,20190213,2019,2,13,3,Wednesday,9.4,0.0,4.4,14.5,12.0,0.8,4.7,952.6,949.9
12714,"(2019, 2, 14)",14/02/2019,20190214,2019,2,14,4,Thursday,8.0,0.0,3.0,13.1,99.0,0.8,5.0,953.7,949.9
12687,"(2019, 2, 15)",15/02/2019,20190215,2019,2,15,5,Friday,9.0,0.0,3.4,14.6,10.0,0.8,4.4,950.4,947.0
9328,"(2019, 2, 16)",16/02/2019,20190216,2019,2,16,6,Saturday,11.0,0.0,5.9,16.2,12.0,2.8,8.1,949.2,946.0
8510,"(2019, 2, 17)",17/02/2019,20190217,2019,2,17,7,Sunday,9.5,0.0,4.0,15.0,5.0,1.7,6.7,948.3,940.4
11451,"(2019, 2, 18)",18/02/2019,20190218,2019,2,18,1,Monday,9.4,0.0,4.5,14.3,14.0,1.1,5.0,942.9,939.5
12398,"(2019, 2, 19)",19/02/2019,20190219,2019,2,19,2,Tuesday,9.7,0.0,5.4,14.0,8.0,0.8,4.4,942.9,940.5
12407,"(2019, 2, 20)",20/02/2019,20190220,2019,2,20,3,Wednesday,9.4,0.0,4.3,14.5,25.0,0.6,5.3,947.2,942.8
12871,"(2019, 2, 21)",21/02/2019,20190221,2019,2,21,4,Thursday,10.7,0.0,5.2,16.2,5.0,0.8,5.0,953.0,946.8
13168,"(2019, 2, 22)",22/02/2019,20190222,2019,2,22,5,Friday,11.6,0.0,5.0,18.1,6.0,0.8,6.1,953.7,949.7
9292,"(2019, 2, 23)",23/02/2019,20190223,2019,2,23,6,Saturday,10.9,0.0,3.7,18.1,4.0,0.6,5.6,952.3,948.7
8625,"(2019, 2, 24)",24/02/2019,20190224,2019,2,24,7,Sunday,13.4,0.0,8.1,18.7,4.0,0.8,6.1,954.1,949.9
11856,"(2019, 2, 25)",25/02/2019,20190225,2019,2,25,1,Monday,12.4,0.0,6.4,18.5,4.0,0.8,4.2,954.5,948.9
13205,"(2019, 2, 26)",26/02/2019,20190226,2019,2,26,2,Tuesday,13.4,0.0,7.1,19.8,16.0,1.7,6.9,952.0,950.0
13125,"(2019, 2, 27)",27/02/2019,20190227,2019,2,27,3,Wednesday,13.4,0.0,7.0,19.8,28.0,1.4,5.3,951.2,948.6
13361,"(2019, 2, 28)",28/02/2019,20190228,2019,2,28,4,Thursday,12.4,0.0,6.2,18.6,6.0,0.8,5.0,951.5,947.5
13321,"(2019, 3, 1)",01/03/2019,20190301,2019,3,1,5,Friday,13.2,0.0,6.8,19.5,6.0,1.7,7.2,946.8,944.1
9878,"(2019, 3, 2)",02/03/2019,20190302,2019,3,2,6,Saturday,13.8,0.0,8.0,19.7,16.0,1.9,5.8,948.5,946.0
8518,"(2019, 3, 3)",03/03/2019,20190303,2019,3,3,7,Sunday,13.2,0.0,6.1,20.2,24.0,1.9,10.3,946.5,941.6
11107,"(2019, 3, 4)",04/03/2019,20190304,2019,3,4,1,Monday,12.0,0.0,8.5,15.5,26.0,3.6,11.1,942.4,940.5
12581,"(2019, 3, 5)",05/03/2019,20190305,2019,3,5,2,Tuesday,12.0,0.0,8.7,15.2,23.0,3.3,11.7,941.3,934.5
9224,"(2019, 3, 6)",06/03/2019,20190306,2019,3,6,3,Wednesday,9.6,8.2,5.7,13.4,23.0,4.2,17.8,935.8,926.7
12180,"(2019, 3, 7)",07/03/2019,20190307,2019,3,7,4,Thursday,7.6,0.0,3.2,12.1,25.0,2.5,9.4,940.3,935.8
13040,"(2019, 3, 8)",08/03/2019,20190308,2019,3,8,5,Friday,10.1,0.0,5.3,14.9,8.0,0.8,5.3,950.0,940.0
9839,"(2019, 3, 9)",09/03/2019,20190309,2019,3,9,6,Saturday,11.5,0.0,5.0,18.0,13.0,0.6,4.7,954.8,950.7
9665,"(2019, 3, 10)",10/03/2019,20190310,2019,3,10,7,Sunday,15.0,0.0,7.3,22.6,29.0,1.7,7.8,953.1,948.7
12719,"(2019, 3, 11)",11/03/2019,20190311,2019,3,11,1,Monday,14.6,0.0,10.0,19.3,6.0,2.2,8.6,952.2,949.8
13524,"(2019, 3, 12)",12/03/2019,20190312,2019,3,12,2,Tuesday,14.2,0.0,7.1,21.2,24.0,2.8,10.0,951.0,944.9
13232,"(2019, 3, 13)",13/03/2019,20190313,2019,3,13,3,Wednesday,11.0,0.0,7.5,14.5,33.0,3.3,11.1,951.8,944.6
13381,"(2019, 3, 14)",14/03/2019,20190314,2019,3,14,4,Thursday,10.6,0.0,4.1,17.1,6.0,1.1,6.7,952.7,948.4
13938,"(2019, 3, 15)",15/03/2019,20190315,2019,3,15,5,Friday,14.4,0.0,6.0,22.8,24.0,1.1,5.3,950.2,946.6
10498,"(2019, 3, 16)",16/03/2019,20190316,2019,3,16,6,Saturday,16.2,0.0,8.4,23.9,25.0,1.9,7.8,947.2,940.1
9343,"(2019, 3, 17)",17/03/2019,20190317,2019,3,17,7,Sunday,13.8,0.0,7.8,19.7,99.0,2.5,12.5,943.0,939.5
11592,"(2019, 3, 18)",18/03/2019,20190318,2019,3,18,1,Monday,9.9,0.0,3.8,16.0,5.0,2.5,11.4,947.0,944.8
12525,"(2019, 3, 19)",19/03/2019,20190319,2019,3,19,2,Tuesday,11.2,0.0,6.3,16.0,1.0,2.8,10.8,948.8,944.9
13134,"(2019, 3, 20)",20/03/2019,20190320,2019,3,20,3,Wednesday,9.9,0.0,5.1,14.7,5.0,2.5,12.2,949.8,946.3
13470,"(2019, 3, 21)",21/03/2019,20190321,2019,3,21,4,Thursday,9.9,0.0,4.8,15.0,5.0,0.6,6.9,950.2,946.5
13497,"(2019, 3, 22)",22/03/2019,20190322,2019,3,22,5,Friday,11.2,0.0,4.5,18.0,17.0,1.4,7.2,949.9,946.2
9986,"(2019, 3, 23)",23/03/2019,20190323,2019,3,23,6,Saturday,14.1,0.0,7.6,20.6,9.0,2.5,7.8,948.8,943.7
9450,"(2019, 3, 24)",24/03/2019,20190324,2019,3,24,7,Sunday,15.2,0.0,9.0,21.5,14.0,2.2,8.3,947.0,942.6
12832,"(2019, 3, 25)",25/03/2019,20190325,2019,3,25,1,Monday,16.4,0.0,10.0,22.7,4.0,2.5,13.3,944.8,939.9
13496,"(2019, 3, 26)",26/03/2019,20190326,2019,3,26,2,Tuesday,13.5,0.0,6.0,21.0,4.0,4.4,14.7,944.5,939.1
13670,"(2019, 3, 27)",27/03/2019,20190327,2019,3,27,3,Wednesday,12.0,0.0,5.5,18.5,4.0,0.6,8.9,947.3,943.4
13871,"(2019, 3, 28)",28/03/2019,20190328,2019,3,28,4,Thursday,12.4,0.0,6.1,18.6,6.0,1.4,5.8,949.0,944.5
13269,"(2019, 3, 29)",29/03/2019,20190329,2019,3,29,5,Friday,12.4,0.0,6.6,18.2,14.0,2.8,8.9,947.2,942.7
10008,"(2019, 3, 30)",30/03/2019,20190330,2019,3,30,6,Saturday,12.4,0.0,6.5,18.2,14.0,1.4,6.1,944.8,938.9
6617,"(2019, 3, 31)",31/03/2019,20190331,2019,3,31,7,Sunday,10.6,1.6,9.2,12.0,12.0,1.4,5.6,939.3,935.6
11909,"(2019, 4, 1)",01/04/2019,20190401,2019,4,1,1,Monday,13.0,0.0,8.8,17.2,19.0,1.4,5.3,938.3,935.6
12854,"(2019, 4, 2)",02/04/2019,20190402,2019,4,2,2,Tuesday,12.7,2.0,7.4,18.0,26.0,0.8,9.7,938.0,933.8
13080,"(2019, 4, 3)",03/04/2019,20190403,2019,4,3,3,Wednesday,10.8,0.0,6.5,15.1,34.0,3.1,11.9,933.9,927.4
13257,"(2019, 4, 4)",04/04/2019,20190404,2019,4,4,4,Thursday,8.2,1.3,2.5,14.0,26.0,1.7,11.1,928.7,923.4
8289,"(2019, 4, 5)",05/04/2019,20190405,2019,4,5,5,Friday,7.2,2.7,4.5,10.0,27.0,2.2,13.3,925.7,920.7
7079,"(2019, 4, 6)",06/04/2019,20190406,2019,4,6,6,Saturday,7.5,3.5,2.9,12.1,24.0,3.6,14.7,929.6,923.6
6544,"(2019, 4, 7)",07/04/2019,20190407,2019,4,7,7,Sunday,8.8,4.3,3.7,13.8,27.0,2.5,9.2,936.8,928.0
9758,"(2019, 4, 8)",08/04/2019,20190408,2019,4,8,1,Monday,12.0,0.2,6.9,17.0,26.0,2.8,12.5,936.2,933.6
10924,"(2019, 4, 9)",09/04/2019,20190409,2019,4,9,2,Tuesday,9.6,0.8,5.6,13.5,28.0,3.9,13.6,937.1,934.2
12637,"(2019, 4, 10)",10/04/2019,20190410,2019,4,10,3,Wednesday,11.1,0.0,6.5,15.7,99.0,2.5,9.2,939.7,935.6
13225,"(2019, 4, 11)",11/04/2019,20190411,2019,4,11,4,Thursday,10.8,0.0,5.2,16.5,99.0,2.8,8.1,941.8,939.7
13370,"(2019, 4, 12)",12/04/2019,20190412,2019,4,12,5,Friday,11.8,0.0,4.0,19.5,2.0,0.8,6.4,942.2,938.7
9780,"(2019, 4, 13)",13/04/2019,20190413,2019,4,13,6,Saturday,14.0,0.0,6.0,22.0,24.0,0.8,5.8,942.6,939.3
8968,"(2019, 4, 14)",14/04/2019,20190414,2019,4,14,7,Sunday,17.0,0.0,10.0,24.0,22.0,1.4,11.1,940.6,936.7
10624,"(2019, 4, 15)",15/04/2019,20190415,2019,4,15,1,Monday,18.0,0.0,11.5,24.6,25.0,3.3,13.3,939.2,933.4
10937,"(2019, 4, 16)",16/04/2019,20190416,2019,4,16,2,Tuesday,15.0,0.0,7.9,22.0,17.0,0.8,11.1,941.9,937.4
9153,"(2019, 4, 17)",17/04/2019,20190417,2019,4,17,3,Wednesday,16.9,21.6,10.1,23.7,16.0,2.5,11.7,938.0,932.0
2333,"(2019, 4, 18)",18/04/2019,20190418,2019,4,18,4,Thursday,11.0,7.7,9.1,13.0,10.0,1.4,7.2,936.4,933.7
2646,"(2019, 4, 19)",19/04/2019,20190419,2019,4,19,5,Friday,10.4,6.8,9.3,11.6,4.0,1.9,8.3,942.7,935.1
5150,"(2019, 4, 20)",20/04/2019,20190420,2019,4,20,6,Saturday,14.4,0.3,9.4,19.5,4.0,3.9,15.0,941.8,938.2
5367,"(2019, 4, 21)",21/04/2019,20190421,2019,4,21,7,Sunday,10.8,0.0,8.5,13.2,4.0,3.6,13.3,941.0,932.0
11046,"(2019, 4, 22)",22/04/2019,20190422,2019,4,22,1,Monday,13.5,0.7,8.0,19.0,22.0,1.9,8.3,927.4,922.2
9622,"(2019, 4, 23)",23/04/2019,20190423,2019,4,23,2,Tuesday,10.0,2.8,5.7,14.2,18.0,3.6,14.2,927.1,920.0
3625,"(2019, 4, 24)",24/04/2019,20190424,2019,4,24,3,Wednesday,8.4,28.5,5.4,11.4,24.0,3.1,14.4,929.8,926.7
11625,"(2019, 4, 25)",25/04/2019,20190425,2019,4,25,4,Thursday,10.0,0.0,6.4,13.7,25.0,5.6,16.7,941.1,928.6
13535,"(2019, 4, 26)",26/04/2019,20190426,2019,4,26,5,Friday,12.6,0.0,7.2,18.0,24.0,1.9,8.6,947.5,941.8
11429,"(2019, 4, 27)",27/04/2019,20190427,2019,4,27,6,Saturday,13.9,0.0,6.3,21.5,5.0,0.6,7.2,949.5,945.6
10639,"(2019, 4, 28)",28/04/2019,20190428,2019,4,28,7,Sunday,17.5,0.0,11.0,24.0,5.0,1.7,8.3,946.9,940.8
13799,"(2019, 4, 29)",29/04/2019,20190429,2019,4,29,1,Monday,19.4,0.0,13.0,25.7,99.0,2.5,7.5,942.0,938.2
14284,"(2019, 4, 30)",30/04/2019,20190430,2019,4,30,2,Tuesday,19.8,0.0,13.5,26.0,5.0,1.7,8.6,940.2,936.3
9203,"(2019, 5, 1)",01/05/2019,20190501,2019,5,1,3,Wednesday,19.8,0.0,13.5,26.0,9.0,1.9,10.8,937.4,933.9
9023,"(2019, 5, 2)",02/05/2019,20190502,2019,5,2,4,Thursday,19.2,0.0,13.0,25.4,14.0,1.1,7.2,937.5,933.0
10277,"(2019, 5, 3)",03/05/2019,20190503,2019,5,3,5,Friday,15.8,0.0,10.1,21.6,3.0,2.5,12.2,937.5,933.4
8881,"(2019, 5, 4)",04/05/2019,20190504,2019,5,4,6,Saturday,14.8,0.0,7.2,22.3,4.0,1.4,10.8,938.3,935.7
8851,"(2019, 5, 5)",05/05/2019,20190505,2019,5,5,7,Sunday,15.7,0.0,8.7,22.7,10.0,1.9,9.7,940.0,937.5
13522,"(2019, 5, 6)",06/05/2019,20190506,2019,5,6,1,Monday,17.0,0.0,9.0,25.0,26.0,1.9,9.2,941.6,938.8
14779,"(2019, 5, 7)",07/05/2019,20190507,2019,5,7,2,Tuesday,17.8,0.0,12.2,23.4,26.0,3.1,14.2,940.5,937.4
13691,"(2019, 5, 8)",08/05/2019,20190508,2019,5,8,3,Wednesday,16.2,0.0,13.1,19.3,23.0,5.3,17.2,936.6,933.0
15031,"(2019, 5, 9)",09/05/2019,20190509,2019,5,9,4,Thursday,16.7,0.0,10.2,23.2,26.0,3.3,13.1,938.1,935.3
15056,"(2019, 5, 10)",10/05/2019,20190510,2019,5,10,5,Friday,19.8,0.0,14.8,24.7,26.0,2.5,10.0,940.7,937.2
12167,"(2019, 5, 11)",11/05/2019,20190511,2019,5,11,6,Saturday,20.3,0.0,13.2,27.4,6.0,2.2,12.8,944.5,941.0
11152,"(2019, 5, 12)",12/05/2019,20190512,2019,5,12,7,Sunday,18.4,0.0,10.0,26.9,6.0,1.7,11.7,948.5,943.5
14514,"(2019, 5, 13)",13/05/2019,20190513,2019,5,13,1,Monday,21.7,0.0,13.2,30.2,5.0,1.7,10.6,944.1,938.8
16080,"(2019, 5, 14)",14/05/2019,20190514,2019,5,14,2,Tuesday,21.0,0.0,13.6,28.5,12.0,1.4,5.8,942.4,936.8
13238,"(2019, 5, 15)",15/05/2019,20190515,2019,5,15,3,Wednesday,24.0,0.0,14.5,33.5,2.0,1.1,8.6,937.0,933.0
14851,"(2019, 5, 16)",16/05/2019,20190516,2019,5,16,4,Thursday,20.5,0.1,11.0,30.0,32.0,2.8,16.7,935.2,927.1
13322,"(2019, 5, 17)",17/05/2019,20190517,2019,5,17,5,Friday,14.4,0.0,10.1,18.7,27.0,3.3,14.4,934.0,930.0
10370,"(2019, 5, 18)",18/05/2019,20190518,2019,5,18,6,Saturday,13.4,0.0,8.0,18.7,28.0,2.2,9.2,933.1,932.1
10309,"(2019, 5, 19)",19/05/2019,20190519,2019,5,19,7,Sunday,15.2,0.0,10.0,20.5,28.0,1.4,7.2,935.8,933.4
13674,"(2019, 5, 20)",20/05/2019,20190520,2019,5,20,1,Monday,15.7,0.0,9.7,21.7,6.0,1.9,7.5,936.5,934.9
15021,"(2019, 5, 21)",21/05/2019,20190521,2019,5,21,2,Tuesday,19.6,0.0,13.5,25.8,2.0,2.5,8.6,939.5,935.5
15753,"(2019, 5, 22)",22/05/2019,20190522,2019,5,22,3,Wednesday,20.7,0.0,13.2,28.2,5.0,1.1,7.8,941.0,938.5
15990,"(2019, 5, 23)",23/05/2019,20190523,2019,5,23,4,Thursday,21.6,0.0,15.0,28.3,25.0,2.5,10.8,940.5,936.7
16139,"(2019, 5, 24)",24/05/2019,20190524,2019,5,24,5,Friday,19.4,0.0,13.2,25.6,6.0,4.4,13.3,941.0,936.2
11725,"(2019, 5, 25)",25/05/2019,20190525,2019,5,25,6,Saturday,18.7,0.0,12.1,25.3,4.0,3.6,11.4,942.6,940.2
11127,"(2019, 5, 26)",26/05/2019,20190526,2019,5,26,7,Sunday,19.2,0.0,10.8,27.5,5.0,1.7,10.3,942.9,938.0
14531,"(2019, 5, 27)",27/05/2019,20190527,2019,5,27,1,Monday,21.7,0.0,14.2,29.2,31.0,1.4,11.4,938.5,934.9
15318,"(2019, 5, 28)",28/05/2019,20190528,2019,5,28,2,Tuesday,20.2,0.0,13.4,27.0,4.0,2.5,13.3,942.8,937.0
15428,"(2019, 5, 29)",29/05/2019,20190529,2019,5,29,3,Wednesday,18.8,0.0,11.0,26.5,4.0,2.2,10.8,946.6,943.4
16149,"(2019, 5, 30)",30/05/2019,20190530,2019,5,30,4,Thursday,22.2,0.0,14.0,30.3,5.0,1.7,8.1,947.4,943.8
30836,"(2019, 5, 31)",31/05/2019,20190531,2019,5,31,5,Friday,24.5,0.0,17.0,32.0,99.0,1.7,7.2,946.7,942.2
11448,"(2019, 6, 1)",01/06/2019,20190601,2019,6,1,6,Saturday,25.2,0.0,17.2,33.1,16.0,1.7,5.8,945.0,939.2
21672,"(2019, 6, 2)",02/06/2019,20190602,2019,6,2,7,Sunday,26.8,0.0,19.0,34.5,25.0,1.7,7.8,943.2,938.6
14661,"(2019, 6, 3)",03/06/2019,20190603,2019,6,3,1,Monday,26.6,0.0,20.3,32.8,22.0,3.1,12.5,940.9,936.3
15863,"(2019, 6, 4)",04/06/2019,20190604,2019,6,4,2,Tuesday,24.0,0.0,18.9,29.0,26.0,3.9,12.2,936.6,932.0
15262,"(2019, 6, 5)",05/06/2019,20190605,2019,6,5,3,Wednesday,17.4,0.0,12.7,22.1,29.0,3.9,13.6,937.5,931.7
26396,"(2019, 6, 6)",06/06/2019,20190606,2019,6,6,4,Thursday,17.5,2.0,11.0,24.0,24.0,3.1,12.8,936.9,931.4
14676,"(2019, 6, 7)",07/06/2019,20190607,2019,6,7,5,Friday,15.5,0.0,9.0,22.0,25.0,1.9,13.6,941.4,931.8
10744,"(2019, 6, 8)",08/06/2019,20190608,2019,6,8,6,Saturday,21.0,0.0,12.8,29.2,21.0,3.1,10.8,943.7,938.6
10158,"(2019, 6, 9)",09/06/2019,20190609,2019,6,9,7,Sunday,21.0,0.0,14.2,27.7,23.0,2.5,10.6,940.4,936.9
14282,"(2019, 6, 10)",10/06/2019,20190610,2019,6,10,1,Monday,20.6,0.0,14.7,26.4,28.0,1.9,8.9,939.9,935.6
14621,"(2019, 6, 11)",11/06/2019,20190611,2019,6,11,2,Tuesday,17.5,0.0,14.0,21.0,4.0,3.6,11.9,937.0,934.0
15683,"(2019, 6, 12)",12/06/2019,20190612,2019,6,12,3,Wednesday,17.7,0.0,10.0,25.4,24.0,1.7,8.1,937.0,932.1
32205,"(2019, 6, 13)",13/06/2019,20190613,2019,6,13,4,Thursday,21.4,0.0,14.4,28.5,25.0,2.5,8.6,935.4,931.5
30764,"(2019, 6, 14)",14/06/2019,20190614,2019,6,14,5,Friday,20.2,0.0,14.9,25.5,23.0,3.9,12.8,939.3,933.0
20803,"(2019, 6, 15)",15/06/2019,20190615,2019,6,15,6,Saturday,18.8,0.0,12.0,25.7,26.0,1.1,6.1,942.2,939.4
9749,"(2019, 6, 16)",16/06/2019,20190616,2019,6,16,7,Sunday,21.6,0.0,14.5,28.6,6.0,1.1,7.8,942.4,939.0
14551,"(2019, 6, 17)",17/06/2019,20190617,2019,6,17,1,Monday,24.0,0.0,16.0,32.0,19.0,1.7,8.6,941.0,936.4
30245,"(2019, 6, 18)",18/06/2019,20190618,2019,6,18,2,Tuesday,25.2,0.0,19.2,31.3,26.0,3.6,11.9,938.3,936.1
16084,"(2019, 6, 19)",19/06/2019,20190619,2019,6,19,3,Wednesday,22.5,0.0,18.0,27.0,21.0,3.1,11.4,938.8,937.0
16515,"(2019, 6, 20)",20/06/2019,20190620,2019,6,20,4,Thursday,23.0,0.0,17.5,28.5,26.0,2.5,9.4,938.2,935.0
15570,"(2019, 6, 21)",21/06/2019,20190621,2019,6,21,5,Friday,23.6,0.0,17.7,29.6,3.0,1.4,9.7,939.0,936.0
10643,"(2019, 6, 22)",22/06/2019,20190622,2019,6,22,6,Saturday,24.1,0.0,16.8,31.4,5.0,3.1,9.2,940.8,935.0
10285,"(2019, 6, 23)",23/06/2019,20190623,2019,6,23,7,Sunday,26.0,0.0,18.5,33.4,24.0,1.4,8.1,938.7,934.7
28806,"(2019, 6, 24)",24/06/2019,20190624,2019,6,24,1,Monday,26.6,0.0,21.3,32.0,18.0,2.2,8.9,938.3,935.4
15730,"(2019, 6, 25)",25/06/2019,20190625,2019,6,25,2,Tuesday,26.8,0.0,19.3,34.2,14.0,1.9,9.4,940.6,936.8
