meteo_date,meteo_tmed,meteo_prec,meteo_tmin,meteo_tmax,meteo_dir,meteo_velmedia,meteo_racha,meteo_presMax,meteo_presMin,day,month,year
22/11/2018,8.9,3.7,5.8,12.0,20.0,1.1,5.0,939.7,936.0,22,11,2018
23/11/2018,8.0,0.0,5.0,11.1,26.0,1.7,8.1,939.9,935.8,23,11,2018
24/11/2018,6.1,2.0,3.0,9.2,24.0,0.0,3.3,941.0,936.8,24,11,2018
25/11/2018,10.3,4.9,6.6,14.0,26.0,3.3,11.1,936.2,929.2,25,11,2018
26/11/2018,9.5,0.0,7.0,12.0,30.0,3.1,17.2,945.0,930.0,26,11,2018
27/11/2018,8.1,0.0,4.2,12.0,25.0,0.8,6.1,946.1,944.5,27,11,2018
28/11/2018,7.2,0.0,3.4,11.1,20.0,0.8,3.1,947.8,945.4,28,11,2018
29/11/2018,7.4,3.3,3.4,11.4,27.0,0.6,5.8,945.1,941.3,29,11,2018
30/11/2018,7.8,0.0,4.7,11.0,6.0,0.6,4.2,946.8,940.3,30,11,2018
01/12/2018,7.0,0.0,3.0,11.0,24.0,0.6,4.4,947.0,944.5,1,12,2018
02/12/2018,6.6,0.0,4.5,8.8,23.0,0.3,3.3,948.1,946.0,2,12,2018
03/12/2018,7.2,0.0,5.4,9.0,99.0,0.8,2.8,948.1,946.4,3,12,2018
04/12/2018,9.7,0.0,4.2,15.2,99.0,0.6,3.3,948.4,946.5,4,12,2018
05/12/2018,11.4,0.0,6.9,16.0,6.0,0.6,4.2,948.3,947.2,5,12,2018
06/12/2018,10.5,0.0,5.5,15.5,4.0,0.6,4.2,952.0,949.8,6,12,2018
07/12/2018,7.4,0.0,4.2,10.5,28.0,1.1,7.5,951.2,948.1,7,12,2018
08/12/2018,9.2,0.0,5.4,13.0,31.0,0.8,7.8,952.3,949.0,8,12,2018
09/12/2018,9.5,0.0,4.4,14.6,22.0,0.3,3.1,953.8,951.6,9,12,2018
10/12/2018,9.0,0.0,3.9,14.2,6.0,0.8,3.6,952.8,948.5,10,12,2018
11/12/2018,8.2,0.0,3.8,12.6,9.0,0.6,4.2,948.3,944.0,11,12,2018
12/12/2018,6.6,3.8,4.5,8.6,23.0,0.8,6.1,945.3,939.5,12,12,2018
13/12/2018,6.2,6.2,4.0,8.5,31.0,2.8,14.7,940.0,931.0,13,12,2018
14/12/2018,6.8,0.0,3.0,10.5,30.0,2.2,9.7,947.4,937.8,14,12,2018
15/12/2018,5.8,0.2,2.7,9.0,26.0,1.4,7.2,949.5,945.5,15,12,2018
16/12/2018,9.0,0.3,5.6,12.5,28.0,3.3,12.5,948.4,941.6,16,12,2018
17/12/2018,6.3,0.0,3.4,9.2,31.0,1.1,7.2,952.6,950.1,17,12,2018
18/12/2018,5.2,0.9,2.5,8.0,5.0,0.6,7.8,950.3,944.0,18,12,2018
19/12/2018,7.2,0.0,4.9,9.4,24.0,1.9,6.4,947.1,942.8,19,12,2018
20/12/2018,8.1,0.0,5.4,10.8,23.0,1.4,4.7,951.8,944.4,20,12,2018
21/12/2018,7.0,0.0,5.3,8.7,29.0,0.3,4.2,955.0,952.0,21,12,2018
22/12/2018,7.6,0.0,6.2,9.0,6.0,0.8,4.2,955.7,953.7,22,12,2018
23/12/2018,7.0,0.0,4.6,9.5,6.0,0.6,4.7,954.6,951.7,23,12,2018
24/12/2018,8.2,0.0,3.2,13.2,6.0,0.3,4.2,961.9,949.6,24,12,2018
25/12/2018,9.3,0.0,4.8,13.8,6.0,1.1,4.4,950.9,948.5,25,12,2018
26/12/2018,8.4,0.0,4.3,12.4,8.0,0.8,3.1,951.1,948.7,26,12,2018
27/12/2018,6.2,0.0,2.0,10.5,25.0,0.6,3.3,950.0,947.9,27,12,2018
28/12/2018,7.1,0.0,1.5,12.7,10.0,1.4,5.8,950.8,948.5,28,12,2018
29/12/2018,8.0,0.0,4.0,11.9,4.0,1.7,7.8,950.9,949.8,29,12,2018
30/12/2018,8.7,0.0,3.2,14.2,5.0,1.1,7.5,952.3,949.6,30,12,2018
31/12/2018,7.0,0.0,0.7,13.4,6.0,0.6,5.3,954.0,951.6,31,12,2018
01/01/2019,6.6,0.0,1.4,11.7,6.0,0.3,5.3,953.9,951.5,1,1,2019
02/01/2019,6.0,0.0,0.4,11.7,6.0,0.6,7.8,952.5,948.3,2,1,2019
03/01/2019,7.3,0.0,2.8,11.8,5.0,0.6,7.8,951.4,949.0,3,1,2019
04/01/2019,5.9,0.0,0.4,11.4,6.0,0.3,3.6,952.9,949.9,4,1,2019
05/01/2019,5.4,0.0,-0.1,10.8,9.0,0.6,3.1,955.2,952.5,5,1,2019
06/01/2019,6.6,0.0,-0.5,13.8,2.0,1.1,3.3,953.3,950.2,6,1,2019
07/01/2019,7.1,0.0,0.5,13.7,8.0,0.6,5.0,951.2,948.6,7,1,2019
08/01/2019,7.1,0.0,1.2,13.0,34.0,0.8,3.6,952.5,947.8,8,1,2019
09/01/2019,7.6,0.0,2.0,13.2,3.0,1.4,9.7,948.2,941.3,9,1,2019
10/01/2019,4.7,0.0,0.6,8.8,3.0,2.8,10.0,945.1,940.2,10,1,2019
11/01/2019,2.8,0.0,-1.8,7.4,4.0,0.6,6.1,949.6,944.7,11,1,2019
12/01/2019,4.4,0.0,-0.8,9.5,11.0,0.8,4.2,952.0,948.9,12,1,2019
13/01/2019,5.0,0.0,-0.7,10.8,99.0,0.8,3.6,950.0,945.5,13,1,2019
14/01/2019,6.8,0.0,1.0,12.6,5.0,0.6,3.9,947.4,943.5,14,1,2019
15/01/2019,7.6,0.0,3.1,12.2,19.109287304429017,1.4,7.4601242252769,944.6,941.3,15,1,2019
16/01/2019,5.7,0.0,1.4,10.0,25.0,1.1,6.4,942.2,939.0,16,1,2019
17/01/2019,5.6,0.0,2.7,8.5,4.0,0.3,4.7,942.8,939.5,17,1,2019
18/01/2019,3.6,0.0,-0.3,7.6,24.0,1.1,6.1,942.5,940.0,18,1,2019
19/01/2019,2.0,5.9,-0.5,4.4,24.0,0.6,5.3,939.8,931.9,19,1,2019
20/01/2019,6.4,0.0,3.3,9.5,36.0,2.2,11.7,941.1,930.4,20,1,2019
21/01/2019,5.4,0.0,1.4,9.4,35.0,3.6,10.6,943.8,940.8,21,1,2019
22/01/2019,4.4,0.4,0.7,8.0,29.0,1.9,11.1,945.0,935.0,22,1,2019
23/01/2019,9.2,0.0,5.2,13.1,30.0,4.4,17.5,934.1,929.3,23,1,2019
24/01/2019,11.6,0.0,8.7,14.6,31.0,2.2,12.2,938.6,931.5,24,1,2019
25/01/2019,10.2,0.0,5.2,15.2,4.0,3.3,10.0,943.3,938.2,25,1,2019
26/01/2019,7.4,0.0,2.2,12.6,22.0,1.1,5.0,943.9,939.3,26,1,2019
27/01/2019,6.9,0.0,2.4,11.4,32.0,2.2,14.7,940.0,936.0,27,1,2019
28/01/2019,8.4,0.0,3.7,13.0,26.0,3.9,15.3,940.7,935.7,28,1,2019
29/01/2019,7.9,4.388714010731974,5.3,10.5,30.0,2.8,14.7,939.8,932.9,29,1,2019
30/01/2019,7.2,4.1,4.2,10.1,26.0,3.3,10.8,936.1,928.3,30,1,2019
31/01/2019,9.4,8.2,6.4,12.4,25.0,5.3,17.2,928.8,921.8,31,1,2019
01/02/2019,6.4,1.0,3.5,9.4,26.0,3.9,16.1,922.0,916.0,1,2,2019
01/02/2019,6.4,1.0,3.5,9.4,26.0,3.9,16.1,922.0,916.0,1,2,2019
02/02/2019,4.6,0.0,1.6,7.5,32.0,3.9,14.2,940.1,920.7,2,2,2019
03/02/2019,4.0,0.0,-0.3,8.2,5.0,1.4,12.2,949.8,941.3,3,2,2019
04/02/2019,4.8,0.0,-1.4,10.9,23.0,0.8,3.6,951.0,949.0,4,2,2019
05/02/2019,8.1,0.0,1.7,14.5,23.0,0.8,5.0,951.6,948.8,5,2,2019
06/02/2019,9.7,0.0,4.4,15.0,26.0,1.7,6.1,949.5,945.0,6,2,2019
07/02/2019,9.0,0.0,3.0,15.0,23.0,0.8,4.4,946.0,942.3,7,2,2019
08/02/2019,8.6,0.0,2.8,14.3,24.0,1.1,7.8,945.5,942.7,8,2,2019
09/02/2019,7.4,0.0,2.9,11.8,24.0,1.1,6.1,946.0,943.0,9,2,2019
10/02/2019,7.6,0.0,4.1,11.2,24.0,2.5,10.8,946.0,943.0,10,2,2019
11/02/2019,9.4,0.0,5.7,13.0,4.0,1.7,8.6,952.0,945.5,11,2,2019
12/02/2019,8.0,0.0,3.0,13.0,5.0,0.8,8.3,953.8,951.1,12,2,2019
13/02/2019,9.4,0.0,4.4,14.5,12.0,0.8,4.7,952.6,949.9,13,2,2019
14/02/2019,8.0,0.0,3.0,13.1,99.0,0.8,5.0,953.7,949.9,14,2,2019
15/02/2019,9.0,0.0,3.4,14.6,10.0,0.8,4.4,950.4,947.0,15,2,2019
16/02/2019,11.0,0.0,5.9,16.2,12.0,2.8,8.1,949.2,946.0,16,2,2019
17/02/2019,9.5,0.0,4.0,15.0,5.0,1.7,6.7,948.3,940.4,17,2,2019
18/02/2019,9.4,0.0,4.5,14.3,14.0,1.1,5.0,942.9,939.5,18,2,2019
19/02/2019,9.7,0.0,5.4,14.0,8.0,0.8,4.4,942.9,940.5,19,2,2019
20/02/2019,9.4,0.0,4.3,14.5,25.0,0.6,5.3,947.2,942.8,20,2,2019
21/02/2019,10.7,0.0,5.2,16.2,5.0,0.8,5.0,953.0,946.8,21,2,2019
22/02/2019,11.6,0.0,5.0,18.1,6.0,0.8,6.1,953.7,949.7,22,2,2019
23/02/2019,10.9,0.0,3.7,18.1,4.0,0.6,5.6,952.3,948.7,23,2,2019
24/02/2019,13.4,0.0,8.1,18.7,4.0,0.8,6.1,954.1,949.9,24,2,2019
25/02/2019,12.4,0.0,6.4,18.5,4.0,0.8,4.2,954.5,948.9,25,2,2019
26/02/2019,13.4,0.0,7.1,19.8,16.0,1.7,6.9,952.0,950.0,26,2,2019
27/02/2019,13.4,0.0,7.0,19.8,28.0,1.4,5.3,951.2,948.6,27,2,2019
28/02/2019,12.4,0.0,6.2,18.6,6.0,0.8,5.0,951.5,947.5,28,2,2019
01/03/2019,13.2,0.0,6.8,19.5,6.0,1.7,7.2,946.8,944.1,1,3,2019
02/03/2019,13.8,0.0,8.0,19.7,16.0,1.9,5.8,948.5,946.0,2,3,2019
03/03/2019,13.2,0.0,6.1,20.2,24.0,1.9,10.3,946.5,941.6,3,3,2019
04/03/2019,12.0,0.0,8.5,15.5,26.0,3.6,11.1,942.4,940.5,4,3,2019
05/03/2019,12.0,0.0,8.7,15.2,23.0,3.3,11.7,941.3,934.5,5,3,2019
06/03/2019,9.6,8.2,5.7,13.4,23.0,4.2,17.8,935.8,926.7,6,3,2019
07/03/2019,7.6,0.0,3.2,12.1,25.0,2.5,9.4,940.3,935.8,7,3,2019
08/03/2019,10.1,0.0,5.3,14.9,8.0,0.8,5.3,950.0,940.0,8,3,2019
09/03/2019,11.5,0.0,5.0,18.0,13.0,0.6,4.7,954.8,950.7,9,3,2019
10/03/2019,15.0,0.0,7.3,22.6,29.0,1.7,7.8,953.1,948.7,10,3,2019
11/03/2019,14.6,0.0,10.0,19.3,6.0,2.2,8.6,952.2,949.8,11,3,2019
12/03/2019,14.2,0.0,7.1,21.2,24.0,2.8,10.0,951.0,944.9,12,3,2019
13/03/2019,11.0,0.0,7.5,14.5,33.0,3.3,11.1,951.8,944.6,13,3,2019
14/03/2019,10.6,0.0,4.1,17.1,6.0,1.1,6.7,952.7,948.4,14,3,2019
15/03/2019,14.4,0.0,6.0,22.8,24.0,1.1,5.3,950.2,946.6,15,3,2019
16/03/2019,16.2,0.0,8.4,23.9,25.0,1.9,7.8,947.2,940.1,16,3,2019
17/03/2019,13.8,0.0,7.8,19.7,99.0,2.5,12.5,943.0,939.5,17,3,2019
18/03/2019,9.9,0.0,3.8,16.0,5.0,2.5,11.4,947.0,944.8,18,3,2019
19/03/2019,11.2,0.0,6.3,16.0,1.0,2.8,10.8,948.8,944.9,19,3,2019
20/03/2019,9.9,0.0,5.1,14.7,5.0,2.5,12.2,949.8,946.3,20,3,2019
21/03/2019,9.9,0.0,4.8,15.0,5.0,0.6,6.9,950.2,946.5,21,3,2019
22/03/2019,11.2,0.0,4.5,18.0,17.0,1.4,7.2,949.9,946.2,22,3,2019
23/03/2019,14.1,0.0,7.6,20.6,9.0,2.5,7.8,948.8,943.7,23,3,2019
24/03/2019,15.2,0.0,9.0,21.5,14.0,2.2,8.3,947.0,942.6,24,3,2019
25/03/2019,16.4,0.0,10.0,22.7,4.0,2.5,13.3,944.8,939.9,25,3,2019
26/03/2019,13.5,0.0,6.0,21.0,4.0,4.4,14.7,944.5,939.1,26,3,2019
27/03/2019,12.0,0.0,5.5,18.5,4.0,0.6,8.9,947.3,943.4,27,3,2019
28/03/2019,12.4,0.0,6.1,18.6,6.0,1.4,5.8,949.0,944.5,28,3,2019
29/03/2019,12.4,0.0,6.6,18.2,14.0,2.8,8.9,947.2,942.7,29,3,2019
30/03/2019,12.4,0.0,6.5,18.2,14.0,1.4,6.1,944.8,938.9,30,3,2019
31/03/2019,10.6,1.6,9.2,12.0,12.0,1.4,5.6,939.3,935.6,31,3,2019
01/04/2019,13.0,0.0,8.8,17.2,19.0,1.4,5.3,938.3,935.6,1,4,2019
02/04/2019,12.7,2.0,7.4,18.0,26.0,0.8,9.7,938.0,933.8,2,4,2019
03/04/2019,10.8,0.0,6.5,15.1,34.0,3.1,11.9,933.9,927.4,3,4,2019
04/04/2019,8.2,1.3,2.5,14.0,26.0,1.7,11.1,928.7,923.4,4,4,2019
05/04/2019,7.2,2.7,4.5,10.0,27.0,2.2,13.3,925.7,920.7,5,4,2019
06/04/2019,7.5,3.5,2.9,12.1,24.0,3.6,14.7,929.6,923.6,6,4,2019
07/04/2019,8.8,4.3,3.7,13.8,27.0,2.5,9.2,936.8,928.0,7,4,2019
08/04/2019,12.0,0.2,6.9,17.0,26.0,2.8,12.5,936.2,933.6,8,4,2019
09/04/2019,9.6,0.8,5.6,13.5,28.0,3.9,13.6,937.1,934.2,9,4,2019
10/04/2019,11.1,0.0,6.5,15.7,99.0,2.5,9.2,939.7,935.6,10,4,2019
11/04/2019,10.8,0.0,5.2,16.5,99.0,2.8,8.1,941.8,939.7,11,4,2019
12/04/2019,11.8,0.0,4.0,19.5,2.0,0.8,6.4,942.2,938.7,12,4,2019
13/04/2019,14.0,0.0,6.0,22.0,24.0,0.8,5.8,942.6,939.3,13,4,2019
14/04/2019,17.0,0.0,10.0,24.0,22.0,1.4,11.1,940.6,936.7,14,4,2019
15/04/2019,18.0,0.0,11.5,24.6,25.0,3.3,13.3,939.2,933.4,15,4,2019
16/04/2019,15.0,0.0,7.9,22.0,17.0,0.8,11.1,941.9,937.4,16,4,2019
17/04/2019,16.9,21.6,10.1,23.7,16.0,2.5,11.7,938.0,932.0,17,4,2019
18/04/2019,11.0,7.7,9.1,13.0,10.0,1.4,7.2,936.4,933.7,18,4,2019
19/04/2019,10.4,6.8,9.3,11.6,4.0,1.9,8.3,942.7,935.1,19,4,2019
20/04/2019,14.4,0.3,9.4,19.5,4.0,3.9,15.0,941.8,938.2,20,4,2019
21/04/2019,10.8,0.0,8.5,13.2,4.0,3.6,13.3,941.0,932.0,21,4,2019
22/04/2019,13.5,0.7,8.0,19.0,22.0,1.9,8.3,927.4,922.2,22,4,2019
23/04/2019,10.0,2.8,5.7,14.2,18.0,3.6,14.2,927.1,920.0,23,4,2019
24/04/2019,8.4,28.5,5.4,11.4,24.0,3.1,14.4,929.8,926.7,24,4,2019
25/04/2019,10.0,0.0,6.4,13.7,25.0,5.6,16.7,941.1,928.6,25,4,2019
26/04/2019,12.6,0.0,7.2,18.0,24.0,1.9,8.6,947.5,941.8,26,4,2019
27/04/2019,13.9,0.0,6.3,21.5,5.0,0.6,7.2,949.5,945.6,27,4,2019
28/04/2019,17.5,0.0,11.0,24.0,5.0,1.7,8.3,946.9,940.8,28,4,2019
29/04/2019,19.4,0.0,13.0,25.7,99.0,2.5,7.5,942.0,938.2,29,4,2019
30/04/2019,19.8,0.0,13.5,26.0,5.0,1.7,8.6,940.2,936.3,30,4,2019
01/05/2019,19.8,0.0,13.5,26.0,9.0,1.9,10.8,937.4,933.9,1,5,2019
02/05/2019,19.2,0.0,13.0,25.4,14.0,1.1,7.2,937.5,933.0,2,5,2019
03/05/2019,15.8,0.0,10.1,21.6,3.0,2.5,12.2,937.5,933.4,3,5,2019
04/05/2019,14.8,0.0,7.2,22.3,4.0,1.4,10.8,938.3,935.7,4,5,2019
05/05/2019,15.7,0.0,8.7,22.7,10.0,1.9,9.7,940.0,937.5,5,5,2019
06/05/2019,17.0,0.0,9.0,25.0,26.0,1.9,9.2,941.6,938.8,6,5,2019
07/05/2019,17.8,0.0,12.2,23.4,26.0,3.1,14.2,940.5,937.4,7,5,2019
08/05/2019,16.2,0.0,13.1,19.3,23.0,5.3,17.2,936.6,933.0,8,5,2019
09/05/2019,16.7,0.0,10.2,23.2,26.0,3.3,13.1,938.1,935.3,9,5,2019
10/05/2019,19.8,0.0,14.8,24.7,26.0,2.5,10.0,940.7,937.2,10,5,2019
11/05/2019,20.3,0.0,13.2,27.4,6.0,2.2,12.8,944.5,941.0,11,5,2019
12/05/2019,18.4,0.0,10.0,26.9,6.0,1.7,11.7,948.5,943.5,12,5,2019
13/05/2019,21.7,0.0,13.2,30.2,5.0,1.7,10.6,944.1,938.8,13,5,2019
14/05/2019,21.0,0.0,13.6,28.5,12.0,1.4,5.8,942.4,936.8,14,5,2019
15/05/2019,24.0,0.0,14.5,33.5,2.0,1.1,8.6,937.0,933.0,15,5,2019
16/05/2019,20.5,0.1,11.0,30.0,32.0,2.8,16.7,935.2,927.1,16,5,2019
17/05/2019,14.4,0.0,10.1,18.7,27.0,3.3,14.4,934.0,930.0,17,5,2019
18/05/2019,13.4,0.0,8.0,18.7,28.0,2.2,9.2,933.1,932.1,18,5,2019
19/05/2019,15.2,0.0,10.0,20.5,28.0,1.4,7.2,935.8,933.4,19,5,2019
20/05/2019,15.7,0.0,9.7,21.7,6.0,1.9,7.5,936.5,934.9,20,5,2019
21/05/2019,19.6,0.0,13.5,25.8,2.0,2.5,8.6,939.5,935.5,21,5,2019
22/05/2019,20.7,0.0,13.2,28.2,5.0,1.1,7.8,941.0,938.5,22,5,2019
23/05/2019,21.6,0.0,15.0,28.3,25.0,2.5,10.8,940.5,936.7,23,5,2019
24/05/2019,19.4,0.0,13.2,25.6,6.0,4.4,13.3,941.0,936.2,24,5,2019
25/05/2019,18.7,0.0,12.1,25.3,4.0,3.6,11.4,942.6,940.2,25,5,2019
26/05/2019,19.2,0.0,10.8,27.5,5.0,1.7,10.3,942.9,938.0,26,5,2019
27/05/2019,21.7,0.0,14.2,29.2,31.0,1.4,11.4,938.5,934.9,27,5,2019
28/05/2019,20.2,0.0,13.4,27.0,4.0,2.5,13.3,942.8,937.0,28,5,2019
29/05/2019,18.8,0.0,11.0,26.5,4.0,2.2,10.8,946.6,943.4,29,5,2019
30/05/2019,22.2,0.0,14.0,30.3,5.0,1.7,8.1,947.4,943.8,30,5,2019
31/05/2019,24.5,0.0,17.0,32.0,99.0,1.7,7.2,946.7,942.2,31,5,2019
01/06/2019,25.2,0.0,17.2,33.1,16.0,1.7,5.8,945.0,939.2,1,6,2019
02/06/2019,26.8,0.0,19.0,34.5,25.0,1.7,7.8,943.2,938.6,2,6,2019
03/06/2019,26.6,0.0,20.3,32.8,22.0,3.1,12.5,940.9,936.3,3,6,2019
04/06/2019,24.0,0.0,18.9,29.0,26.0,3.9,12.2,936.6,932.0,4,6,2019
05/06/2019,17.4,0.0,12.7,22.1,29.0,3.9,13.6,937.5,931.7,5,6,2019
06/06/2019,17.5,2.0,11.0,24.0,24.0,3.1,12.8,936.9,931.4,6,6,2019
07/06/2019,15.5,0.0,9.0,22.0,25.0,1.9,13.6,941.4,931.8,7,6,2019
08/06/2019,21.0,0.0,12.8,29.2,21.0,3.1,10.8,943.7,938.6,8,6,2019
09/06/2019,21.0,0.0,14.2,27.7,23.0,2.5,10.6,940.4,936.9,9,6,2019
10/06/2019,20.6,0.0,14.7,26.4,28.0,1.9,8.9,939.9,935.6,10,6,2019
11/06/2019,17.5,0.0,14.0,21.0,4.0,3.6,11.9,937.0,934.0,11,6,2019
12/06/2019,17.7,0.0,10.0,25.4,24.0,1.7,8.1,937.0,932.1,12,6,2019
13/06/2019,21.4,0.0,14.4,28.5,25.0,2.5,8.6,935.4,931.5,13,6,2019
14/06/2019,20.2,0.0,14.9,25.5,23.0,3.9,12.8,939.3,933.0,14,6,2019
15/06/2019,18.8,0.0,12.0,25.7,26.0,1.1,6.1,942.2,939.4,15,6,2019
16/06/2019,21.6,0.0,14.5,28.6,6.0,1.1,7.8,942.4,939.0,16,6,2019
17/06/2019,24.0,0.0,16.0,32.0,19.0,1.7,8.6,941.0,936.4,17,6,2019
18/06/2019,25.2,0.0,19.2,31.3,26.0,3.6,11.9,938.3,936.1,18,6,2019
19/06/2019,22.5,0.0,18.0,27.0,21.0,3.1,11.4,938.8,937.0,19,6,2019
20/06/2019,23.0,0.0,17.5,28.5,26.0,2.5,9.4,938.2,935.0,20,6,2019
21/06/2019,23.6,0.0,17.7,29.6,3.0,1.4,9.7,939.0,936.0,21,6,2019
22/06/2019,24.1,0.0,16.8,31.4,5.0,3.1,9.2,940.8,935.0,22,6,2019
23/06/2019,26.0,0.0,18.5,33.4,24.0,1.4,8.1,938.7,934.7,23,6,2019
24/06/2019,26.6,0.0,21.3,32.0,18.0,2.2,8.9,938.3,935.4,24,6,2019
25/06/2019,26.8,0.0,19.3,34.2,14.0,1.9,9.4,940.6,936.8,25,6,2019
26/06/2019,29.0,0.0,22.5,35.5,14.0,1.9,11.7,940.9,938.1,26,6,2019
27/06/2019,30.6,0.0,22.7,38.5,13.0,4.2,14.4,941.6,937.8,27,6,2019
28/06/2019,32.4,0.0,24.0,40.7,16.0,3.6,10.6,942.9,938.0,28,6,2019
29/06/2019,32.2,0.0,24.5,40.0,14.0,1.9,7.8,940.5,936.8,29,6,2019
30/06/2019,31.8,0.0,25.0,38.5,14.0,1.7,7.8,941.5,938.7,30,6,2019
01/07/2019,30.0,0.0,23.8,36.3,6.0,1.9,12.8,940.6,936.406206088993,1,7,2019
